,lat,lon,depth,time,evid,nass,ml,sdobs,etype,matchid
152,61.3791,-149.9654,34.7737,1543610878.7884,1204,43,2.68,0.604,-,152
153,61.4038,-150.0999,36.3925,1543610912.28018,1205,25,2.64,0.6388,-,153
154,61.3956,-149.9178,34.0479,1543610968.67269,1210,39,2.95,0.5778,-,154
155,61.4897,-149.9137,34.8796,1543611013.00156,1215,38,3.12,0.6681,-,155
156,61.5816,-149.9034,50.354,1543611047.65895,1219,34,3.17,0.6581,-,156
157,61.4558,-149.926,35.6783,1543611122.63703,1224,44,2.71,0.6522,-,157
158,61.4795,-150.0088,43.7608,1543611234.97441,1236,32,2.23,0.4939,-,158
159,61.4616,-149.9827,59.3371,1543611277.64135,1238,7,1.91,0.2504,-,159
160,61.457,-150.0818,35.453,1543611348.49158,1240,27,2.31,0.5448,-,160
161,61.4822,-150.0754,35.4433,1543611412.89836,1249,46,3.16,1.0536,-,161
162,61.3597,-149.9679,34.7589,1543611496.92216,1257,59,3.13,0.823,-,162
163,61.4599,-149.7198,34.8107,1543611589.00171,1266,56,2.66,0.6846,-,163
164,61.4881,-149.9401,35.1477,1543611675.3967,1276,65,2.73,0.6157,-,164
165,61.2718,-149.9181,43.8993,1543611758.64278,1282,20,2.11,0.6614,-,165
166,61.4378,-149.9141,38.1191,1543611830.89562,1289,12,2.44,0.7811,-,166
167,61.4847,-149.9428,35.532,1543611865.12849,1288,10,2.12,0.4546,-,167
168,61.3329,-149.9273,35.5001,1543611925.76099,1293,8,2.73,0.5724,-,168
169,61.4947,-149.9107,38.0311,1543612006.06599,1295,58,2.94,0.5631,-,169
170,61.3909,-150.0656,35.3238,1543612084.36447,1300,81,3.51,0.6401,-,170
171,61.4007,-149.9245,33.0881,1543612140.99415,1312,6,2.77,0.4948,-,171
172,61.3723,-150.0296,36.3662,1543612178.58514,1310,18,2.34,0.4374,-,172
173,61.4648,-149.9457,42.7919,1543612360.30459,1329,5,-999.0,0.1949,-,173
174,61.3974,-150.0676,36.9266,1543612394.37983,1327,20,1.96,0.5128,-,174
175,61.3909,-150.0957,23.2408,1543612484.02633,1336,54,2.85,0.7075,-,175
176,61.4127,-149.9068,34.9903,1543612567.90903,1340,22,2.5,0.3862,-,176
177,61.3668,-150.0751,33.9816,1543612613.74531,1345,20,2.18,0.5338,-,177
178,61.3538,-149.9685,35.0234,1543612718.27711,1354,25,2.96,0.6914,-,178
179,61.4067,-150.0888,35.2829,1543612738.90881,1355,36,3.18,0.6572,-,179
180,61.2945,-150.0847,35.4937,1543612813.25505,1360,91,3.82,0.6654,-,180
181,61.5071,-149.9347,33.0959,1543612926.2017,1370,18,2.38,0.9841,-,181
182,61.3872,-150.1209,40.0,1543612995.36163,1375,8,1.67,-1.0,-,182
183,61.4565,-149.9367,32.6571,1543613181.17786,1385,60,2.56,0.7926,-,183
184,61.3907,-150.0681,34.7738,1543613451.32527,1396,37,2.29,0.596,-,184
185,61.3793,-150.1011,34.9963,1543613624.51888,1401,52,2.79,0.7749,-,185
186,61.311,-149.9493,54.1193,1543613740.58131,1404,46,3.01,0.5883,-,186
187,61.4725,-149.9538,34.7856,1543613807.21061,1410,63,3.13,0.7271,-,187
188,61.4567,-150.062,34.9071,1543613874.4604,1424,17,2.16,0.5884,-,188
189,61.4525,-149.9522,34.8931,1543614005.87194,1432,57,2.71,0.642,-,189
190,61.3495,-149.9204,39.7494,1543614033.24591,1435,24,2.89,0.7777,-,190
191,61.4661,-149.9028,35.9446,1543614054.75308,1438,14,2.91,0.796,-,191
192,61.4265,-149.6801,22.1152,1543614167.67518,1445,8,1.42,1.5254,-,192
193,61.3734,-150.0915,37.3996,1543614200.46266,1444,23,2.11,0.5993,-,193
194,61.5024,-150.0554,48.6603,1543614242.29023,1448,8,2.07,0.2286,-,194
195,61.3899,-149.9576,34.7915,1543614315.69837,1452,66,3.06,1.1421,-,195
