,lat,lon,depth,time,evid,nass,ml,sdobs,etype
1,66.2382,-157.3825,8.3591,1549007882.03669,2245,7,-999.0,0.0896,-
2,66.3713,-157.108,4.7804,1549015894.566,2246,11,1.32,0.6558,-
7,66.2946,-157.3965,12.37,1549110709.4657,2255,13,1.34,0.7124,-
8,66.171,-157.2242,9.1351,1549129602.80737,2256,7,-999.0,0.4142,-
10,66.168,-158.2393,14.4211,1549142222.89407,2258,8,1.23,0.1562,-
13,66.3229,-157.2156,9.1106,1549198867.507,2261,6,-999.0,0.447,-
15,66.1693,-158.2916,9.8988,1549234766.49503,2263,16,1.33,0.6642,-
17,66.0876,-158.1612,1.1707,1549238540.16212,2265,7,-999.0,0.547,-
21,66.0849,-158.1627,14.7538,1549271902.339,2269,12,-999.0,0.7789,-
24,66.3334,-157.2964,9.553,1549317597.87591,2272,14,-999.0,0.6733,-
25,66.1461,-158.2661,11.4377,1549323812.96111,2273,21,1.47,0.7036,-
27,66.3352,-157.2275,10.6007,1549349758.12974,2275,13,1.26,0.6115,-
31,66.1039,-157.4245,1.9045,1549366201.26123,2280,8,-999.0,0.7066,-
34,66.232,-157.4496,4.7843,1549371955.42098,2284,7,-999.0,0.8297,-
48,66.1465,-158.2603,9.9002,1549589489.49163,2300,14,1.23,0.4871,-
53,66.1741,-158.2567,4.5571,1549599161.74698,2306,8,-999.0,0.2135,-
54,66.1538,-158.2876,11.5899,1549599816.84765,2307,11,-999.0,0.5499,-
56,66.1622,-158.2597,5.7248,1549606880.59234,2309,24,1.44,0.612,-
59,66.2939,-157.2509,4.6071,1549618457.97048,2313,14,1.29,0.6445,-
61,66.1652,-158.276,6.2798,1549623689.64245,2315,24,1.23,0.5843,-
62,66.1707,-158.2455,13.7662,1549623789.90028,2316,9,-999.0,0.4327,-
63,66.1646,-158.164,5.1584,1549628769.45362,2318,6,-999.0,0.4821,-
65,66.149,-158.2627,10.0497,1549631525.69626,2320,18,1.62,0.5714,-
67,66.1627,-158.338,9.2701,1549638395.26245,2322,13,1.47,0.6391,-
68,66.1653,-158.2714,10.6581,1549639982.6863,2323,13,1.18,0.4172,-
71,66.2871,-157.2806,0.0966,1549647685.17583,2326,7,0.84,0.3514,-
78,66.1721,-158.2519,15.1574,1549690990.46258,2333,10,-999.0,0.1848,-
80,66.1578,-158.2594,10.9283,1549691851.82013,2335,19,1.19,0.5603,-
81,66.1858,-158.2493,12.8756,1549698318.97668,2336,9,-999.0,0.4867,-
82,66.1643,-158.2378,12.3798,1549698616.89562,2337,17,1.37,0.5409,-
83,66.217,-158.4048,0.1282,1549704025.87007,2338,11,1.42,0.706,-
87,66.3152,-157.2135,1.9102,1549710061.37291,2342,13,1.3,0.5014,-
90,66.157,-158.2335,11.6479,1549712321.02694,2345,19,1.39,0.5749,-
91,66.1761,-158.2454,16.0244,1549716444.36237,2346,7,-999.0,0.1706,-
92,66.0836,-158.1564,0.4362,1549720285.04305,2347,7,-999.0,0.5154,-
93,66.3252,-157.3454,7.6283,1549727064.23194,2348,10,1.31,0.8076,-
95,66.1725,-158.2484,13.9751,1549750907.50234,2350,11,1.36,0.3923,-
96,66.1682,-158.2139,5.3188,1549752281.81349,2351,18,-999.0,0.6142,-
98,66.3174,-157.1933,12.4384,1549764861.93225,2353,9,-999.0,0.3586,-
100,66.3119,-157.218,3.0421,1549765452.01571,2355,19,1.47,0.6342,-
101,66.3055,-157.1974,11.9856,1549765566.19545,2356,7,-999.0,0.2492,-
102,66.3127,-157.2164,4.8812,1549766818.64511,2358,10,-999.0,0.7872,-
103,66.3255,-157.2147,12.62,1549770604.74844,2359,7,-999.0,0.308,-
104,66.3479,-157.2141,8.8592,1549773608.84079,2360,9,1.18,0.4395,-
105,66.4101,-157.2528,1.2962,1549777879.8121,2361,6,-999.0,0.8968,-
106,66.2977,-157.2207,10.2238,1549787161.61606,2362,7,-999.0,0.1642,-
108,66.3224,-157.2194,9.7103,1549805394.2268,2364,9,1.33,0.5787,-
112,66.2999,-157.2122,4.4646,1549806382.00139,2369,16,1.6,0.6659,-
113,66.2918,-157.213,11.2094,1549806453.26241,2370,16,1.58,0.4286,-
114,66.0902,-157.2064,0.0151,1549806536.92372,2371,8,-999.0,1.125,-
117,66.2863,-157.1981,0.2155,1549806773.66753,2375,15,1.54,0.7819,-
126,66.1354,-157.2384,0.0005,1549807950.30843,2391,10,1.24,1.3928,-
128,66.3095,-157.2175,10.1816,1549808291.16579,2395,11,-999.0,0.653,-
129,66.0819,-157.1967,1.4544,1549808519.63708,2396,7,-999.0,1.0698,-
130,66.3233,-157.1997,2.1377,1549808865.49978,2397,12,-999.0,0.6848,-
131,66.3226,-157.2156,1.3647,1549808390.46584,2398,6,1.32,0.2734,-
134,66.3116,-157.2026,4.5563,1549809612.5409,2401,5,1.59,0.0838,-
135,66.2955,-157.2197,1.5926,1549809669.9363,2402,14,1.18,0.9593,-
136,66.2894,-157.2104,11.3928,1549809725.28593,2403,14,1.54,0.455,-
138,66.6805,-156.3887,0.0,1549809822.0666,2406,6,1.95,2.7764,-
139,66.3148,-157.2139,0.0446,1549810173.33051,2408,7,-999.0,0.459,-
140,66.3339,-157.2139,0.0122,1549810192.1596,2409,7,-999.0,0.4098,-
141,66.3329,-157.1898,9.3814,1549810809.58953,2411,11,1.33,0.3584,-
142,66.2561,-157.1935,0.001,1549811094.97175,2412,6,-999.0,0.5523,-
143,66.3056,-157.2117,9.7397,1549811157.7982,2413,7,-999.0,0.1663,-
144,66.277,-157.2086,12.3717,1549811774.82673,2414,15,1.22,0.475,-
145,66.3547,-157.2302,11.3547,1549811800.95323,2415,9,1.23,1.3091,-
148,66.298,-157.1857,12.1798,1549812790.78552,2419,8,-999.0,0.4814,-
149,66.3216,-157.2023,10.0225,1549813189.35889,2421,6,1.35,0.3956,-
150,66.3211,-157.2372,10.0787,1549813548.54737,2422,12,1.28,0.633,-
151,66.2988,-157.1888,11.1768,1549813535.06977,2423,5,1.2,0.131,-
152,66.2886,-157.2065,10.7613,1549813887.66414,2424,14,1.26,0.4749,-
154,66.1187,-157.2452,2.425,1549814266.27012,2427,6,-999.0,0.8446,-
155,66.312,-157.2022,10.9494,1549814406.93846,2428,14,1.51,0.754,-
157,66.2543,-157.2346,2.5569,1549814655.09512,2432,8,1.42,0.692,-
159,66.3196,-157.2189,0.149,1549815378.38132,2434,12,-999.0,0.6302,-
160,66.3159,-157.2194,10.0,1549815515.57795,2435,5,-999.0,-1.0,-
161,66.3174,-157.203,9.0539,1549815813.5517,2436,12,1.17,0.4381,-
163,66.3212,-157.2193,0.0564,1549817043.404,2439,7,1.29,0.3723,-
165,66.3581,-157.1389,8.1264,1549817620.70577,2442,12,1.42,0.6661,-
166,66.358,-157.1164,5.0695,1549817707.47972,2443,7,1.32,0.4273,-
168,66.4344,-157.1936,0.3374,1549818085.54804,2446,7,-999.0,0.7993,-
170,66.3039,-157.2007,13.9097,1549818334.19594,2449,10,-999.0,0.7474,-
172,66.2848,-157.2046,10.1487,1549818803.20549,2452,8,-999.0,0.2045,-
176,66.3428,-157.2071,0.0731,1549820350.72523,2458,6,-999.0,0.6606,-
178,66.3235,-157.222,10.4436,1549821554.07055,2462,10,1.13,0.522,-
180,66.3072,-157.2144,9.4144,1549821720.49103,2465,8,-999.0,0.2597,-
182,66.3176,-157.2023,11.7504,1549822392.55312,2468,11,1.46,0.3723,-
184,66.3126,-157.2008,8.3222,1549822553.09183,2471,9,1.44,0.6471,-
185,66.2918,-157.1933,11.4705,1549822604.19469,2472,7,-999.0,0.1481,-
187,66.061,-157.177,3.9932,1549822724.26744,2473,10,1.47,1.5956,-
191,66.2962,-157.1899,11.0775,1549823332.61158,2481,12,-999.0,0.417,-
193,66.3098,-157.2366,8.5085,1549823474.1389,2485,7,1.35,0.604,-
196,66.3049,-157.2065,7.4697,1549824233.97716,2488,12,1.54,0.5795,-
197,66.3049,-157.1995,7.8824,1549824414.17298,2489,8,-999.0,0.5949,-
198,66.3218,-157.2181,10.0663,1549824579.97753,2490,9,-999.0,0.6432,-
199,66.2946,-157.4286,14.5795,1549824822.58394,2493,5,-999.0,0.4186,-
200,66.1127,-157.2525,2.8352,1549825533.5291,2494,9,-999.0,1.0389,-
201,66.3223,-157.1617,6.9994,1549826046.1172,2495,9,1.35,0.2323,-
203,66.3548,-157.2119,12.0944,1549827050.23235,2497,12,1.31,0.6681,-
204,66.3146,-157.2175,5.6638,1549827209.01426,2498,9,-999.0,0.6079,-
205,66.3159,-157.2194,10.0,1549827556.10306,2499,9,1.4,-1.0,-
206,66.1684,-158.2374,11.1106,1549827607.12544,2500,13,1.54,0.5246,-
207,66.3128,-157.1708,12.0962,1549827661.75311,2501,8,-999.0,0.3256,-
208,66.3048,-157.2151,0.0075,1549828634.50195,2505,10,-999.0,0.4036,-
209,66.3351,-157.2149,10.8237,1549828901.0815,2506,8,1.37,0.6,-
210,66.3125,-157.2138,5.0471,1549829027.54275,2507,13,1.42,0.7557,-
212,66.3082,-157.1947,11.1416,1549829418.84471,2510,9,1.46,0.4909,-
213,66.1236,-157.2302,0.0012,1549829655.68893,2511,6,-999.0,0.7499,-
214,66.404,-157.2267,10.289,1549829845.79022,2513,4,-999.0,0.1755,-
216,66.2327,-157.1485,11.0732,1549830259.79056,2515,9,1.14,0.3841,-
217,66.2997,-157.2127,8.7719,1549830853.19437,2516,8,-999.0,0.5363,-
218,66.3287,-157.1703,8.1436,1549831612.24434,2517,11,1.32,0.2959,-
219,66.3048,-157.2206,0.0218,1549832077.79658,2518,6,1.31,0.4398,-
220,66.2919,-157.2096,10.9535,1549832829.54589,2519,12,1.42,0.4425,-
222,66.3045,-157.2144,10.6511,1549835206.74302,2522,14,1.27,0.4441,-
223,66.4575,-157.1704,0.0,1549836672.21516,2523,10,1.4,1.7854,-
226,66.312,-157.1928,10.3853,1549837863.44768,2527,13,1.2,0.3755,-
227,66.273,-157.2172,4.3026,1549837968.87991,2528,8,-999.0,1.2356,-
228,66.2738,-157.228,10.3302,1549838204.39056,2529,10,1.43,0.2738,-
229,66.3492,-157.2048,9.9898,1549838559.23891,2530,13,1.31,0.8555,-
230,66.3001,-157.2137,11.9386,1549838703.17994,2532,16,1.3,0.3888,-
232,66.2949,-157.2234,1.4763,1549838892.14508,2535,26,2.04,0.6521,-
234,66.3277,-157.1931,9.6386,1549839214.45458,2537,14,1.39,0.6774,-
235,66.3326,-157.2179,8.8621,1549839309.94916,2539,7,1.52,0.5938,-
236,66.2994,-157.1999,10.9829,1549839581.63402,2541,14,1.51,0.3898,-
238,66.3122,-157.2157,5.6684,1549840313.94426,2543,9,1.27,0.7751,-
239,65.8684,-156.3417,17.2079,1549840757.63434,2544,7,1.34,0.1267,-
242,66.3056,-157.2046,11.896,1549842172.27369,2547,5,-999.0,0.1924,-
243,66.4284,-157.0917,6.1259,1549843467.66432,2548,8,1.46,0.8557,-
246,66.2979,-157.1998,12.4813,1549847367.84286,2551,14,1.34,0.3635,-
247,66.2968,-157.1854,12.0098,1549847599.94385,2552,10,1.23,0.4251,-
248,66.3096,-157.159,15.6331,1549848748.64032,2554,6,1.18,0.2317,-
249,66.319,-157.2154,0.015,1549849442.96009,2555,9,-999.0,0.7533,-
251,66.2452,-157.2378,59.8823,1549849917.7038,2559,4,2.42,0.169,-
252,66.3062,-157.1998,12.5984,1549853364.70495,2560,14,1.47,0.3764,-
255,66.2935,-157.1847,12.3117,1549856941.62203,2565,13,1.17,0.342,-
256,66.3169,-157.2165,11.025,1549857603.91624,2566,8,-999.0,0.2593,-
258,66.3157,-157.1429,11.3888,1549861033.36331,2568,10,1.2,0.4452,-
259,66.3029,-157.1699,11.9725,1549863809.94871,2569,10,-999.0,0.2797,-
260,66.3007,-157.2143,11.124,1549864442.97163,2570,9,-999.0,0.6159,-
261,66.3199,-157.109,15.7986,1549864565.08265,2571,5,-999.0,0.2753,-
262,66.4136,-157.175,13.5608,1549864614.67923,2572,8,-999.0,1.7789,-
263,66.3085,-157.2261,1.176,1549865225.28446,2574,11,1.41,0.5803,-
264,66.2907,-157.1905,13.395,1549867052.26702,2576,13,1.5,0.1363,-
265,66.3085,-157.1898,13.626,1549869868.01743,2577,9,1.28,0.1823,-
267,66.3174,-157.2039,1.7474,1549874136.15674,2579,7,1.61,0.3071,-
268,66.3007,-157.1915,12.3283,1549874702.36625,2580,14,1.48,0.3507,-
269,66.3133,-157.2042,12.6869,1549877381.77124,2581,10,1.33,0.262,-
270,66.3172,-157.2175,8.4704,1549877593.49502,2582,9,1.15,0.5345,-
272,66.3055,-157.1775,11.2962,1549879007.57409,2585,9,1.56,0.56,-
273,66.2951,-157.2,13.3463,1549880864.41274,2586,9,-999.0,0.4498,-
274,66.1742,-158.1958,0.0913,1549882369.94613,2588,17,1.52,0.6849,-
276,66.2325,-157.2218,0.0,1549884432.85749,2592,6,1.62,0.5007,-
277,66.308,-157.2084,11.9733,1549886467.82305,2593,13,1.3,0.4232,-
278,66.3013,-157.193,13.199,1549886789.54458,2594,6,-999.0,0.1147,-
279,66.2817,-157.1998,13.093,1549887683.93597,2595,12,-999.0,0.4017,-
280,66.3176,-157.1757,11.4953,1549888841.38311,2597,11,1.36,0.6606,-
281,66.3046,-157.2023,11.8979,1549889060.85783,2598,16,1.32,0.4279,-
283,66.2873,-157.1777,12.3878,1549891460.2401,2600,14,1.43,0.3481,-
284,66.2922,-157.2074,11.9825,1549892008.44436,2601,11,1.35,0.4466,-
285,66.305,-157.1993,11.7987,1549892585.41156,2602,11,-999.0,0.3763,-
286,66.2853,-157.1901,12.5039,1549892718.592,2603,12,1.29,0.4356,-
287,66.293,-157.1862,12.9581,1549892798.13011,2604,10,-999.0,0.3443,-
288,66.3086,-156.9778,12.625,1549894967.65797,2605,12,1.81,0.7833,-
289,66.3221,-157.221,0.752,1549895018.767,2607,6,-999.0,0.3506,-
