,lat,lon,depth,time,evid,nass,ml,sdobs,etype,Annotations
90,66.157,-158.2335,11.6479,1549712321,2345,19,1.39,0.5749,-,earthquake
234,66.3277,-157.1931,9.6386,1549839214,2537,14,1.39,0.6774,-,earthquake
366,66.1687,-157.206,9.2737,1550070119,2700,10,1.39,1.0384,-,earthquake (missing many impulsive P-arrivals)
502,66.3452,-157.2193,9.3381,1550288757,2860,11,1.39,0.8055,-,earthquake
583,66.2742,-157.2252,12.1214,1550485076,2951,11,1.39,0.9498,-,earthquake
920,66.2958,-157.1759,9.921,1551177917,3344,13,1.39,0.4415,-,earthquake
205,66.3159,-157.2194,10,1549827556,2499,9,1.4,-1,-,"earthquake (first of three, quick succession)"
223,66.4575,-157.1704,0,1549836672,2523,10,1.4,1.7854,-,earthquake
402,66.3019,-157.2156,0.0593,1550135399,2739,14,1.4,0.7723,-,earthquake
410,66.311,-157.2147,9.8972,1550149409,2749,8,1.4,0.4925,-,earthquake
427,66.3088,-157.2136,10.3601,1550205510,2767,14,1.4,0.5507,-,earthquake
456,66.3116,-157.1862,10.864,1550249101,2803,14,1.4,0.5597,-,earthquake — lots of clear detections missing 
789,66.3153,-157.1646,0.0927,1550912118,3192,15,1.4,0.4502,-,earthquake
835,66.3235,-157.2075,11.4946,1551062078,3242,17,1.4,0.4654,-,earthquake
1055,66.3242,-157.2057,7.0421,1551349455,3509,6,1.4,0.5392,-,earthquake (several unpromoted detections)
263,66.3085,-157.2261,1.176,1549865225,2574,11,1.41,0.5803,-,earthquake — lots of clear detections missing
454,66.3109,-157.2188,0,1550248119,2801,8,1.41,0.3146,-,earthquake
718,66.4172,-157.2377,5.0325,1550763791,3112,8,1.41,0.6883,-,earthquake
986,66.289,-157.1744,11.6886,1551256011,3427,16,1.41,0.3147,-,earthquake
1027,66.298,-157.1864,11.0746,1551295061,3478,14,1.41,0.3787,-,earthquake
83,66.217,-158.4048,0.1282,1549704026,2338,11,1.42,0.706,-,earthquake
157,66.2543,-157.2346,2.5569,1549814655,2432,8,1.42,0.692,-,earthquake
165,66.3581,-157.1389,8.1264,1549817621,2442,12,1.42,0.6661,-,earthquake
210,66.3125,-157.2138,5.0471,1549829028,2507,13,1.42,0.7557,-,earthquake (preceeds larger event)
220,66.2919,-157.2096,10.9535,1549832830,2519,12,1.42,0.4425,-,earthquake
758,66.2991,-157.2226,6.1685,1550849903,3156,19,1.42,0.8223,-,earthquake
974,66.2927,-157.1781,11.6646,1551231945,3412,15,1.42,0.5481,-,earthquake
1057,66.3155,-157.1942,10.9776,1551356174,3511,11,1.42,0.23,-,earthquake
228,66.2738,-157.228,10.3302,1549838204,2529,10,1.43,0.2738,-,earthquake
283,66.2873,-157.1777,12.3878,1549891460,2600,14,1.43,0.3481,-,earthquake
522,66.2703,-157.2453,4.3922,1550335827,2880,14,1.43,0.7265,-,earthquake
854,66.2533,-157.1953,1.1657,1551121110,3263,7,1.43,1.4227,-,"earthquake — missing many clear, impulsive phase arrivals"
930,66.3093,-157.203,10.0629,1551188619,3357,14,1.43,0.6411,-,earthquake
993,66.2949,-157.1756,9.7617,1551263426,3434,12,1.43,0.4832,-,earthquake
56,66.1622,-158.2597,5.7248,1549606881,2309,24,1.44,0.612,-,earthquake
184,66.3126,-157.2008,8.3222,1549822553,2471,9,1.44,0.6471,-,earthquake
481,66.3116,-157.2229,0.1819,1550272985,2833,11,1.44,0.3689,-,earthquake
493,66.3123,-157.2216,10.8508,1550278523,2850,14,1.44,0.2781,-,earthquake
943,66.2985,-157.1848,9.6884,1551203494,3374,17,1.44,0.6498,-,earthquake
290,66.2666,-157.2051,13.3088,1549895188,2608,12,1.45,0.6471,-,earthquake
670,66.2866,-157.2159,10.2472,1550667328,3053,15,1.45,0.6875,-,earthquake
742,66.3085,-157.1902,10.3225,1550822875,3138,15,1.45,0.3612,-,earthquake
788,66.303,-157.1703,0.942,1550912047,3191,16,1.45,0.4394,-,earthquake
889,66.3013,-157.2045,11.2238,1551159784,3309,17,1.45,0.4141,-,earthquake
182,66.3176,-157.2023,11.7504,1549822393,2468,11,1.46,0.3723,-,earthquake (directly proceeds larger earthquake)
212,66.3082,-157.1947,11.1416,1549829419,2510,9,1.46,0.4909,-,earthquake (smaller event in coda not detected)
243,66.4284,-157.0917,6.1259,1549843468,2548,8,1.46,0.8557,-,earthquake — lots of clear detections missing
353,66.2725,-157.2016,12.6848,1550036409,2685,8,1.46,0.2118,-,earthquake
400,66.2913,-157.1833,11.9137,1550129821,2737,13,1.46,0.3659,-,earthquake
696,66.2689,-157.2575,11.1414,1550736416,3082,9,1.46,0.9829,-,earthquake — missing many clear phase arrivals
708,66.2873,-157.328,8.4058,1550749816,3098,8,1.46,1.2509,-,"earthquake (in coda of preceeding, larger event)"
902,66.3083,-157.1939,8.568,1551168012,3323,13,1.46,0.4516,-,earthquake
939,66.3275,-157.2166,0.1607,1551201475,3368,5,1.46,0.5898,-,earthquake
948,66.2446,-157.2058,14.0221,1551207972,3379,11,1.46,0.5429,-,earthquake
1054,66.4591,-157.1524,0,1551343215,3508,7,1.46,1.0256,-,earthquake (small)
25,66.1461,-158.2661,11.4377,1549323813,2273,21,1.47,0.7036,-,earthquake
67,66.1627,-158.338,9.2701,1549638395,2322,13,1.47,0.6391,-,earthquake
100,66.3119,-157.218,3.0421,1549765452,2355,19,1.47,0.6342,-,earthquake
187,66.061,-157.177,3.9932,1549822724,2473,10,1.47,1.5956,-,earthquake (directly proceeds larger earthquake)
252,66.3062,-157.1998,12.5984,1549853365,2560,14,1.47,0.3764,-,earthquake — lots of clear detections missing
482,66.3106,-157.2145,9.7722,1550273171,2835,16,1.47,0.6219,-,earthquake
533,66.2959,-157.1901,10.3292,1550356134,2893,12,1.47,0.3417,-,earthquake
1051,66.3146,-157.1775,7.8151,1551336476,3505,15,1.47,0.6314,-,earthquake
268,66.3007,-157.1915,12.3283,1549874702,2580,14,1.48,0.3507,-,earthquake (undetected/unlocated smaller event in coda)
500,66.3053,-157.2121,11.3008,1550286111,2858,10,1.48,0.2528,-,earthquake
663,66.28,-157.3203,10.1231,1550649186,3046,14,1.48,0.644,-,earthquake
850,66.3353,-157.2195,9.4208,1551110978,3259,15,1.48,0.7384,-,earthquake
980,66.3324,-157.2263,9.7529,1551241253,3420,11,1.48,0.789,-,earthquake (several unpromoted detections)
994,66.3105,-157.2127,0.0497,1551263467,3435,13,1.48,0.6611,-,earthquake
346,66.3278,-157.4761,11.0792,1550029560,2674,10,1.49,0.4414,-,earthquake
652,66.2909,-157.1896,11.8747,1550621517,3033,13,1.49,0.4355,-,earthquake
826,66.3045,-157.1988,9.7158,1551026452,3233,11,1.49,0.4144,-,earthquake
1007,66.2977,-157.1778,10.9747,1551276674,3455,15,1.49,0.2992,-,earthquake
264,66.2907,-157.1905,13.395,1549867052,2576,13,1.5,0.1363,-,earthquake
292,66.17,-158.2139,0.0724,1549898251,2611,19,1.5,0.708,-,earthquake
432,66.2784,-157.2262,0.452,1550214565,2774,10,1.5,0.4679,-,earthquake (proceeds larger event)
498,66.3115,-157.2213,7.0671,1550283107,2856,5,1.5,0.4562,-,"earthquake (in coda of preceeding, larger event)"
931,66.3047,-157.2145,0.0056,1551191800,3358,15,1.5,0.5829,-,earthquake — missing many clear phase arrivals
979,66.2654,-157.223,0.0015,1551240495,3418,13,1.5,1.0392,-,earthquake
155,66.312,-157.2022,10.9494,1549814407,2428,14,1.51,0.754,-,earthquake
236,66.2994,-157.1999,10.9829,1549839582,2541,14,1.51,0.3898,-,earthquake
534,66.3017,-157.1767,8.17,1550358216,2894,11,1.51,0.688,-,earthquake
762,66.2862,-157.2151,10.8645,1550860364,3161,14,1.51,0.5144,-,earthquake
792,66.3196,-157.2119,4.1809,1550926231,3196,21,1.51,0.5872,-,earthquake
847,66.0989,-157.1883,0.0179,1551103773,3255,10,1.51,1.994,-,earthquake
235,66.3326,-157.2179,8.8621,1549839310,2539,7,1.52,0.5938,-,earthquake
274,66.1742,-158.1958,0.0913,1549882370,2588,17,1.52,0.6849,-,earthquake
494,66.3142,-157.2191,7.5867,1550278640,2851,18,1.52,0.5876,-,earthquake
947,66.2917,-157.1878,10.1436,1551207938,3378,12,1.52,0.4849,-,earthquake
338,66.3159,-157.2194,10,1550014717,2666,7,1.53,-1,-,earthquake
411,66.3007,-157.188,5.7611,1550151771,2750,9,1.53,0.7912,-,earthquake
492,65.9925,-157.274,41.395,1550275186,2849,8,1.53,2.5888,-,earthquake (poor location)
677,66.3041,-157.1962,3.528,1550677053,3062,13,1.53,0.4171,-,"earthquake — missing clear, impulsive phase arrivals"
117,66.2863,-157.1981,0.2155,1549806774,2375,15,1.54,0.7819,-,earthquake
136,66.2894,-157.2104,11.3928,1549809725,2403,14,1.54,0.455,-,earthquake
196,66.3049,-157.2065,7.4697,1549824234,2488,12,1.54,0.5795,-,earthquake
206,66.1684,-158.2374,11.1106,1549827607,2500,13,1.54,0.5246,-,earthquake
294,66.3042,-157.2237,0.0239,1549901272,2613,10,1.54,0.6925,-,earthquake — lots of clear detections missing
517,66.3553,-156.9941,4.2147,1550320909,2875,8,1.54,0.5295,-,earthquake
899,66.2644,-157.2089,0.1561,1551164647,3320,8,1.54,0.3884,-,earthquake
535,66.3413,-157.188,9.871,1550360445,2895,9,1.55,0.6908,-,earthquake
272,66.3055,-157.1775,11.2962,1549879008,2585,9,1.56,0.56,-,earthquake
508,66.3164,-157.1769,8.0494,1550302743,2866,6,1.56,0.5461,-,"earthquake (small, low SNR)"
672,66.2836,-157.2425,10.1098,1550671229,3055,9,1.57,1.0011,-,earthquake
784,66.3718,-157.1341,8.3668,1550903413,3186,11,1.57,1.0381,-,earthquake
912,66.2813,-157.2716,35.4224,1551171905,3335,9,1.57,1.1984,-,earthquake — missing phase arrivals at multiple near source stations
941,66.2944,-157.1844,10.5374,1551202951,3372,18,1.57,0.4663,-,earthquake
113,66.2918,-157.213,11.2094,1549806453,2370,16,1.58,0.4286,-,earthquake
134,66.3116,-157.2026,4.5563,1549809613,2401,5,1.59,0.0838,-,earthquake (only one P-arrival)
112,66.2999,-157.2122,4.4646,1549806382,2369,16,1.6,0.6659,-,earthquake
267,66.3174,-157.2039,1.7474,1549874136,2579,7,1.61,0.3071,-,earthquake
322,66.3562,-157.087,9.8259,1549957103,2648,9,1.61,0.6693,-,earthquake
65,66.149,-158.2627,10.0497,1549631526,2320,18,1.62,0.5714,-,earthquake
276,66.2325,-157.2218,0,1549884433,2592,6,1.62,0.5007,-,"earthquake (very small, low SNR)"
316,66.311,-157.181,11.2249,1549945501,2642,6,1.63,0.2008,-,earthquake
870,66.3058,-157.1921,6.9951,1551155039,3283,7,1.63,0.3244,-,"earthquake (overriding coda of smaller, preceeding event)"
309,66.2845,-157.1697,13.6874,1549930717,2631,8,1.64,0.3976,-,earthquake — lots of clear detections missing
329,66.2933,-157.1692,12.7303,1549970621,2657,8,1.67,0.3994,-,earthquake
540,66.7222,-156.8001,15.7163,1550380145,2901,4,1.68,0.5426,D,duplicate of MATCHED evid #2902 (appreas to be regional event combined with local)
324,66.302,-157.1935,13.0547,1549960299,2651,9,1.73,0.3697,-,earthquake — lots of clear detections missing
433,66.3965,-157.2817,15.6399,1550214618,2775,10,1.73,0.8466,-,earthquake (larger event) — missing lots of clear phase arrivals
288,66.3086,-156.9778,12.625,1549894968,2605,12,1.81,0.7833,-,earthquake
474,66.3284,-157.2807,10.523,1550271655,2824,7,1.81,0.2634,-,earthquake
325,66.3098,-157.1883,12.0431,1549961340,2653,8,1.9,0.551,-,earthquake — lots of clear detections missing
138,66.6805,-156.3887,0,1549809822,2406,6,1.95,2.7764,-,earthquake (overlapping event with MATCHED evid #2405)
232,66.2949,-157.2234,1.4763,1549838892,2535,26,2.04,0.6521,-,earthquake
859,66.2802,-157.2221,13.77,1551129583,3269,18,2.06,0.6762,-,earthquake
251,66.2452,-157.2378,59.8823,1549849918,2559,4,2.42,0.169,D,same as MATCHED evid #2556
866,66.2791,-157.2491,0.4347,1551154278,3278,9,2.65,0.6012,-,earthquake (in coda of larger preceeding event)
